"oblast_intervence_nazev_en";"oblast_intervence_kod";"climate_share";"sc_id";"sc_nazev";"op_zkr";"op_id";"fin_pravniakt_czv";"fin_pravniakt_eu";"fin_pravniakt_narodni_verejne";"fin_pravniakt_soukr";"fin_vyuct_czv";"fin_vyuct_eu";"fin_vyuct_narodni_verejne";"fin_vyuct_verejne";"fin_vyuct_soukr";"fin_vyuct_narodni";"n_prj"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"04.1.40.1.5";"Vytvoření podmínek pro širší využití železniční a vodní dopravy prostřednictvím modernizace dopravního parku";"OP D";"04";"6451322400,00000000";"5483624040,00000000";"967698360,000000000";"0,000000000";"2580866400,0000000000";"2193736440,0000000000";"387129960,00000000000";"2580866400,0000000000";"0,000000000000000000000000000";"387129960,00000000000";"1"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"06.1.13.1.2";"Zvýšení podílu udržitelných forem dopravy";"IROP";"06";"7513637913,51000500";"6386592225,94000149";"341169748,969999850";"785875938,599999905";"5647291407,0599994659";"4800197695,0499992371";"193412324,62999981642";"4993610019,6799983978";"653681387,379999995231628417968750000";"847093712,01000010967";"209"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"07.2.13.2.2";"Zvyšování atraktivity užívání městské veřejné dopravy";"OP PPR";"07";"714190385,00000000";"357095192,50000000";"285676154,000000000";"71419038,500000000";"419704315,2599999905";"209852157,6100000143";"167881726,09999999404";"377733883,7100000381";"41970431,549999997019767761230468750";"209852157,64999997616";"4"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"07.2.13.2.3";"Rozvoj nízkoemisní mobility v oblasti městské dopravy v uličním provozu";"OP PPR";"07";"478210000,00000000";"239105000,00000000";"167373500,000000000";"71731500,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"2"
"Intelligent transport systems (including the introduction of demand management, tolling systems, IT monitoring, control and information systems)";"II.4.044";"0,4";"04.2.40.2.3";"Zlepšení řízení dopravního provozu a zvyšování bezpečnosti dopravního provozu";"OP D";"04";"2067061476,81999946";"1757002255,20999980";"298060403,620000005";"11998817,990000000";"837717973,8300000429";"712060277,6200000048";"125657696,21000000834";"837717973,8300000429";"-0,000000022351741790771484375";"125657696,20999999344";"30"
"Intelligent transport systems (including the introduction of demand management, tolling systems, IT monitoring, control and information systems)";"II.4.044";"0,4";"06.1.13.1.2";"Zvýšení podílu udržitelných forem dopravy";"IROP";"06";"10124654527,33000374";"8605956347,34999847";"798412275,329999208";"720285904,649999976";"8322678360,0900011063";"7074276604,5399923325";"595113841,21000003815";"7669390445,7500000000";"653287914,340000033378601074218750000";"1248401755,55000090599";"350"
"Intelligent transport systems (including the introduction of demand management, tolling systems, IT monitoring, control and information systems)";"II.4.044";"0,4";NA;NA;"IROP";"06";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"11"
"ICT: High-speed broadband network (access/local loop; >/= 30 Mbps)";"II.5.046";"0,0";"01.4.03.4.1";"Zvětšit pokrytí vysokorychlostním přístupem k internetu";"OP PIK";"01";"4775525060,69000053";"3929685212,65999937";"522062125,960000038";"323777722,069999993";"52739635,2300000042";"39554726,4099999964";"0,00000000000";"39554726,4099999964";"13184908,820000002160668373107910156";"13184908,82000000216";"59"
"ICT: Other types of ICT infrastructure/large-scale computer resources/equipment (including e-infrastructure, data centres and sensors; also where embedded in other infrastructure such as research facilities, environmental and social infrastructure)";"II.5.048";"0,0";"01.4.04.4.2";"Zvýšit využití potenciálu ICT sektoru pro konkurenceschopnost ekonomiky";"OP PIK";"01";"5173391629,19999886";"2224062866,58999968";"0,000000000";"2949328762,610000134";"1821922227,4399998188";"731919171,8300001621";"0,00000000000";"731919171,8300001621";"1090003055,609999895095825195312500000";"1090003055,60999989510";"86"
"Education infrastructure for tertiary education";"III.0.049";"0,0";"02.2.67.1";"Zkvalitnění vzdělávací infrastruktury na vysokých školách za účelem zajištění vysoké kvality výuky, zlepšení přístupu znevýhodněných skupin a zvýšení otevřenosti vysokých škol";"OP VVV";"02";"15444472949,32999229";"12580015883,13999748";"2404518598,829999924";"459938467,359999895";"11791292433,7000007629";"9621904529,7899951935";"1800016805,52000069618";"11421921335,3100051880";"369371098,389999985694885253906250000";"2169387903,90999841690";"148"
"Education infrastructure for vocational education and training and adult learning";"III.0.050";"0,0";"01.2.07.2.4";"Zvýšit kapacitu pro odborné vzdělávání v MSP";"OP PIK";"01";"456501729,93000007";"228230529,70000002";"0,000000000";"228271200,230000049";"366574433,7900001407";"183268434,7400000095";"0,00000000000";"183268434,7400000095";"183305999,050000011920928955078125000";"183305999,05000001192";"113"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";"06.2.67.2.4";"Zvýšení kvality a dostupnosti infrastruktury pro vzdělávání a celoživotní učení";"IROP";"06";"19199429278,47001266";"16319514882,81999588";"2715439873,849998951";"164474521,800000012";"15443009772,1800155640";"13126558295,1699981689";"2178288657,66000032425";"15304846952,8300151825";"138162819,350000023841857910156250000";"2316451477,00999784470";"1545"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"2620272621,84999990";"2489258988,36999941";"123520345,159999996";"7493288,320000003";"1976078683,7800021172";"1877274744,5400025845";"93823723,45000000298";"1971098467,9900021553";"4980215,790000005625188350677490234";"98803939,24000005424";"1248"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";"07.4.67.4.1";"Navýšení kapacity a zkvalitnění předškolního, základního a středního vzdělávání a zařízení pro poskytování péče o děti do 3 let";"OP PPR";"07";"941251866,99460006";"470625933,34999990";"338187115,440759897";"132438818,203840047";"796094321,6402925253";"398047160,0890076756";"283065667,84032708406";"681112827,9293348789";"114981493,710957288742065429687500000";"398047161,55128461123";"211"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";NA;NA;"IROP";"06";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"36"
"Infrastructure for early childhood education and care";"III.0.052";"0,0";"06.2.67.2.4";"Zvýšení kvality a dostupnosti infrastruktury pro vzdělávání a celoživotní učení";"IROP";"06";"5980216952,88000298";"5083184409,04000187";"839915675,889999509";"57116867,949999996";"4817562258,8499994278";"4094927917,6000003815";"671239797,16000008583";"4766167714,7599983215";"51394544,089999966323375701904296875";"722634341,24999988079";"321"
"Infrastructure for early childhood education and care";"III.0.052";"0,0";"07.4.67.4.1";"Navýšení kapacity a zkvalitnění předškolního, základního a středního vzdělávání a zařízení pro poskytování péče o děti do 3 let";"OP PPR";"07";"494121487,11540008";"247060743,53000003";"176999847,289239973";"70060896,296159983";"373415384,1297076344";"186707691,9009923339";"132353723,28967277706";"319061415,1906651855";"54353968,939042590558528900146484375";"186707692,22871533036";"67"
"Health infrastructure";"III.0.053";"0,0";"06.2.56.2.3";"Rozvoj infrastruktury pro poskytování zdravotních služeb a péče o zdraví";"IROP";"06";"11382486104,10000038";"9623864581,21000481";"890932721,250000119";"867688801,639999866";"8879933277,3199996948";"7500325795,4400014877";"634759371,20000004768";"8135085166,6400012970";"744848110,680000305175781250000000000";"1379607481,88000011444";"170"
"Health infrastructure";"III.0.053";"0,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"18978495486,47999954";"18867606230,83999634";"47943316,159999996";"62945939,480000004";"17298678,0500000007";"17298678,0500000007";"0,00000000000";"17298678,0500000007";"0,000000000000000000000000000";"0,00000000000";"116"
"Health infrastructure";"III.0.053";"0,0";NA;NA;"IROP";"06";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"53"
"Housing infrastructure";"III.0.054";"0,0";"06.2.56.2.1";"Zvýšení kvality a dostupnosti služeb vedoucí k sociální inkluzi";"IROP";"06";"3097979740,54000044";"2633282778,80000114";"426788520,970000148";"37908440,770000018";"2212782732,4499998093";"1880865321,1100003719";"304530061,34999996424";"2185395382,4600005150";"27387349,990000016987323760986328125";"331917411,34000015259";"412"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"06.2.56.2.1";"Zvýšení kvality a dostupnosti služeb vedoucí k sociální inkluzi";"IROP";"06";"6452068351,11999702";"5484258097,52999878";"842776011,049999833";"125034242,540000036";"4445164433,5399990082";"3778389765,7300009727";"575713456,92000079155";"4354103222,6500015259";"91061210,890000090003013610839843750";"666774667,81000041962";"409"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"82344984,00000000";"69993236,40000001";"11478378,100000000";"873369,500000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"8"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"07.3.56.3.1";"Posílení sociální infrastruktury pro integraci, komunitní služby a prevenci";"OP PPR";"07";"586519830,09000015";"293259914,99000007";"257010397,669999987";"36249517,430000000";"394884044,3300000429";"197442021,8999999762";"166540008,49000000954";"363982030,3899999261";"30902013,939999993890523910522460938";"197442022,43000003695";"60"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"07.3.58.3.2";"Posílení infrastruktury pro sociální podnikání";"OP PPR";"07";"2254000,00000000";"1127000,00000000";"1127000,000000000";"0,000000000";"1403993,0000000000";"701996,5000000000";"701996,50000000000";"1403993,0000000000";"0,000000000000000000000000000";"701996,50000000000";"1"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";NA;NA;"IROP";"06";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"67"
"Investment in infrastructure, capacities and equipment in SMEs directly linked to research and innovation activities";"IV.1.056";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"15413754632,75499725";"6784699031,33000565";"0,000000000";"8629055601,425006866";"9702734655,9549980164";"4257462433,4850044250";"0,00000000000";"4257462433,4850044250";"5445272222,470001220703125000000000000";"5445272222,47000122070";"1107"
"Investment in infrastructure, capacities and equipment in SMEs directly linked to research and innovation activities";"IV.1.056";"0,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"61"
"Investment in infrastructure, capacities and equipment in large companies directly linked to research and innovation activities";"IV.1.057";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"7912860677,57500076";"2786633044,13000059";"0,000000000";"5126227633,444999695";"6829678863,9250011444";"2425254900,6699986458";"0,00000000000";"2425254900,6699986458";"4404423963,255001068115234375000000000";"4404423963,25500106812";"240"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"1416510238,90000010";"885888776,03999996";"104792143,260000005";"425829319,600000024";"654319551,0399999619";"396920821,3899999857";"47954391,46000000089";"444875212,8500000238";"209444338,189999997615814208984375000";"257398729,65000000596";"23"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"02.1.01.1";"Zvýšení mezinárodní kvality výzkumu a jeho výsledků";"OP VVV";"02";"14411973610,26258850";"11429224059,87999916";"2423508266,966059208";"559241283,416529417";"10322823896,0442676544";"8223855325,9175176620";"1665073063,73455214500";"9888928389,6520729065";"433895506,392195940017700195312500000";"2098968570,12674856186";"98"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"02.1.01.2";"Budování kapacit a posílení dlouhodobé spolupráce výzkumných organizací s aplikační sférou";"OP VVV";"02";"1261486408,29235268";"1053807592,83699977";"200139445,375352889";"7539370,080000000";"805575118,8505141735";"672869629,2452870607";"126953772,42522712052";"799823401,6705141068";"5751717,179999979212880134582519531";"132705489,60522711277";"17"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"02.1.01.3";"Zkvalitnění infrastruktury pro výzkumně vzdělávací účely";"OP VVV";"02";"2134220601,68999982";"1742236832,32000017";"285272739,000000000";"106711030,369999975";"1878411841,2300002575";"1533759318,7099993229";"250731916,47999998927";"1784491235,1899993420";"93920606,040000021457672119140625000";"344652522,51999998093";"46"
"Research and innovation infrastructure (private, including science parks)";"IV.1.059";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"3193642070,61999941";"1613136175,29999995";"0,000000000";"1580505895,319999933";"1438049993,4799997807";"719024996,6299998760";"0,00000000000";"719024996,6299998760";"719024996,850000023841857910156250000";"719024996,85000002384";"46"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"2404820426,87672615";"1564252619,93995571";"731002,433136565";"839836804,503637195";"670353515,5807372332";"427417332,6739724874";"0,00000000000";"427417332,6739724874";"242936182,906764775514602661132812500";"242936182,90676477551";"392"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"02.1.01.1";"Zvýšení mezinárodní kvality výzkumu a jeho výsledků";"OP VVV";"02";"1996310485,80741215";"1555928563,13999987";"350854364,803941071";"89527557,863470584";"1496529332,8197336197";"1166977138,2624816895";"262519040,07144796848";"1429496178,3339295387";"67033154,485804013907909393310546875";"329552194,55725193024";"15"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"02.1.01.2";"Budování kapacit a posílení dlouhodobé spolupráce výzkumných organizací s aplikační sférou";"OP VVV";"02";"3349800944,73057127";"2739373998,77300024";"590030465,395355821";"20396480,562215254";"2031990059,2851219177";"1663239023,3411173820";"355167429,93585574627";"2018406453,2769727707";"13583606,008149117231369018554687500";"368751035,94400489330";"47"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"02.1.01.4";"Zlepšení strategického řízení výzkumu na národní úrovni";"OP VVV";"02";"1126358876,90000010";"803978551,98500001";"322380324,915000021";"0,000000000";"1027503073,2749999762";"733226042,9850000143";"294277030,29000002146";"1027503073,2750000954";"-0,000000119209289550781250000";"294277030,28999996185";"2"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"20"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"19261227270,77547073";"11255380904,20801163";"1914008,296863435";"8003932358,270608902";"8484602444,8670110703";"4954067552,8020687103";"0,00000000000";"4954067552,8020687103";"3530534892,064939498901367187500000000";"3530534892,06493949890";"1272"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"433322762,37000000";"276088305,19000000";"0,000000000";"157234457,180000007";"165809127,4600000083";"107345401,5199999809";"0,00000000000";"107345401,5199999809";"58463725,939999997615814208984375000";"58463725,93999999762";"73"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"02.1.01.1";"Zvýšení mezinárodní kvality výzkumu a jeho výsledků";"OP VVV";"02";"12114546713,81999969";"9330742378,00000000";"2650931750,659999371";"132872585,159999996";"6871164883,5559988022";"5288440736,7499990463";"1488631801,69400000572";"6777072538,4439973831";"94092345,111999556422233581542968750";"1582724146,80599951744";"33"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"02.1.01.2";"Budování kapacit a posílení dlouhodobé spolupráce výzkumných organizací s aplikační sférou";"OP VVV";"02";"360722625,26707596";"290767595,78999996";"63425611,439291194";"6529418,037784749";"226884912,6443636119";"183689579,4035957158";"38637835,31891703606";"222327414,7225127220";"4557497,921850864775478839874267578";"43195333,24076789618";"11"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"02.1.01.4";"Zlepšení strategického řízení výzkumu na národní úrovni";"OP VVV";"02";"25515343,15000000";"18526690,65500000";"6988652,495000000";"0,000000000";"8142888,6349999998";"5912551,4150000000";"2230337,22000000020";"8142888,6349999998";"0,000000000000000000000000000";"2230337,21999999974";"1"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"22"
"Technology transfer and university-enterprise cooperation primarily benefiting SMEs";"IV.1.062";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"309957324,30000001";"216970127,00000006";"0,000000000";"92987197,299999997";"157655719,9199999869";"110359003,3399999738";"0,00000000000";"110359003,3399999738";"47296716,580000005662441253662109375";"47296716,58000000566";"80"
"Technology transfer and university-enterprise cooperation primarily benefiting SMEs";"IV.1.062";"0,0";"07.1.02.1.1";"Vyšší míra mezisektorové spolupráce stimulovaná regionální samosprávou";"OP PPR";"07";"1496321968,16999984";"748160984,03999996";"598528787,169999957";"149632196,960000008";"831348680,6899998188";"415674339,8300000429";"332539471,87000006437";"748213811,7000000477";"83134868,990000024437904357910156250";"415674340,85999995470";"64"
"Cluster support and business networks primarily benefiting SMEs";"IV.1.063";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"1730887011,05000019";"963471710,77000010";"0,000000000";"767415300,280000091";"562383430,3139998913";"303856566,1380000114";"0,00000000000";"303856566,1380000114";"258526864,175999969244003295898437500";"258526864,17599996924";"57"
"Cluster support and business networks primarily benefiting SMEs";"IV.1.063";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"2068407338,69999981";"1160605004,82999992";"0,000000000";"907802333,869999886";"1127803936,1700000763";"625640429,5799996853";"0,00000000000";"625640429,5799996853";"502163506,589999914169311523437500000";"502163506,58999991417";"204"
"Cluster support and business networks primarily benefiting SMEs";"IV.1.063";"0,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"1"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"8545277580,71499825";"3355649609,12000084";"0,000000000";"5189627971,595001221";"5245580126,0999984741";"2029056470,6849994659";"0,00000000000";"2029056470,6849994659";"3216523655,414997577667236328125000000";"3216523655,41499757767";"722"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"444155059,08999991";"329811383,78000003";"222500,000000000";"114121175,309999973";"385317766,8499999642";"288416869,4000000358";"0,00000000000";"288416869,4000000358";"96900897,449999988079071044921875000";"96900897,44999998808";"1508"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";"07.1.02.1.1";"Vyšší míra mezisektorové spolupráce stimulovaná regionální samosprávou";"OP PPR";"07";"145689500,00000000";"72844750,00000000";"58275800,000000000";"14568950,000000000";"60173924,5400000066";"30086962,2600000016";"24069569,79000000283";"54156532,0499999970";"6017392,490000002086162567138671875";"30086962,28000000492";"4"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"68"
"Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change";"IV.1.065";"1,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"9524489606,72307968";"3170023000,43000078";"0,000000000";"6354466606,293078423";"1089907557,3666093349";"440556229,5129183531";"0,00000000000";"440556229,5129183531";"649351327,853690743446350097656250000";"649351327,85369074345";"163"
"Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change";"IV.1.065";"1,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"23"
"Advanced support services for SMEs and groups of SMEs (including management, marketing and design services)";"IV.2.066";"0,0";"01.2.111.2.2";"Zvýšit internacionalizaci malých a středních podniků";"OP PIK";"01";"2383988528,00999928";"1370682272,55999970";"77661400,250000000";"935644855,199999809";"1409043851,1299993992";"781074449,1900000572";"32808225,82999999821";"813882675,0200003386";"595161176,110000491142272949218750000";"627969401,94000053406";"894"
"Advanced support services for SMEs and groups of SMEs (including management, marketing and design services)";"IV.2.066";"0,0";"07.1.02.1.2";"Snazší vznik a rozvoj znalostně intenzivních firem";"OP PPR";"07";"391497617,10000002";"195748808,55000001";"137720089,189999998";"58028719,359999999";"251241906,3840000033";"125620953,1469999850";"97740360,36999997497";"223361313,5169999599";"27880592,867000050842761993408203125";"125620953,23700001836";"3"
"SME business development, support to entrepreneurship and incubation (including support to spin offs and spin outs)";"IV.2.067";"0,0";"01.2.06.2.1";"Zvýšit konkurenceschopnost začínajících a rozvojových MSP";"OP PIK";"01";"20958740998,16001511";"8692127961,64999199";"0,000000000";"12266613036,510013580";"12092824374,3199882507";"5126291570,9999914169";"0,00000000000";"5126291570,9999914169";"6966532803,319994926452636718750000000";"6966532803,31999492645";"2041"
"SME business development, support to entrepreneurship and incubation (including support to spin offs and spin outs)";"IV.2.067";"0,0";"07.1.02.1.2";"Snazší vznik a rozvoj znalostně intenzivních firem";"OP PPR";"07";"398356978,52999997";"199178489,24999997";"86690597,730000004";"112487891,549999997";"233422679,0460000038";"116696339,4430000186";"72104549,26000000536";"188800888,7030000091";"44621790,343000009655952453613281250";"116726339,60300000012";"12"
"SME business development, support to entrepreneurship and incubation (including support to spin offs and spin outs)";"IV.2.067";"0,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"11"
"Energy efficiency and demonstration projects in SMEs and supporting measures";"IV.2.068";"1,0";"01.3.10.3.2";"Zvýšit energetickou účinnost podnikatelského sektoru";"OP PIK";"01";"21869587790,62996674";"10087490302,59995651";"0,000000000";"11782097488,030057907";"12373783764,2700176239";"5729106187,3399877548";"0,00000000000";"5729106187,3399877548";"6644677576,929999351501464843750000000";"6644677576,92999935150";"2948"
"Energy efficiency and demonstration projects in SMEs and supporting measures";"IV.2.068";"1,0";"01.3.10.3.2";"Zvýšit energetickou účinnost podnikatelského sektoru ";"OP PIK";"01";"4250000,00000000";"2125000,00000000";"0,000000000";"2125000,000000000";"4229000,0000000000";"2114500,0000000000";"0,00000000000";"2114500,0000000000";"2114500,000000000000000000000000000";"2114500,00000000000";"1"
"Energy efficiency and demonstration projects in SMEs and supporting measures";"IV.2.068";"1,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"30"
"Support to environmentally-friendly production processes and resource efficiency in SMEs";"IV.2.069";"0,4";"01.3.14.3.4";"Uplatnit inovativní nízkouhlíkové technologie v oblasti nakládání energií a při využívání druhotných surovin";"OP PIK";"01";"3728514788,89000130";"1739849983,28999996";"0,000000000";"1988664805,599998951";"1851459426,6300008297";"891807809,8199998140";"0,00000000000";"891807809,8199998140";"959651616,809998989105224609375000000";"959651616,80999898911";"985"
"Promotion of energy efficiency in large enterprises";"IV.2.070";"1,0";"01.3.10.3.2";"Zvýšit energetickou účinnost podnikatelského sektoru";"OP PIK";"01";"14026631576,82000351";"4271497533,95999384";"0,000000000";"9755134042,859992981";"6096337527,2400026321";"1870008618,7399988174";"0,00000000000";"1870008618,7399988174";"4226328908,500001430511474609375000000";"4226328908,50000143051";"755"
"Promotion of energy efficiency in large enterprises";"IV.2.070";"1,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"21"
"Business infrastructure for SMEs (including industrial parks and sites)";"IV.2.072";"0,0";"01.2.07.2.3";"Zvýšit využitelnost infrastruktury pro podnikání";"OP PIK";"01";"11195123232,62000275";"4639069593,55000019";"0,000000000";"6556053639,069999695";"7097718661,9499998093";"2957343190,2600002289";"0,00000000000";"2957343190,2600002289";"4140375471,690001010894775390625000000";"4140375471,69000101089";"433"
"Business infrastructure for SMEs (including industrial parks and sites)";"IV.2.072";"0,0";NA;NA;"OP PIK";"01";"0,00000000";"0,00000000";"0,000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,00000000000";"0,0000000000";"0,000000000000000000000000000";"0,00000000000";"2"
"Support to social enterprises (SMEs)";"IV.2.073";"0,0";"06.2.58.2.2";"Vznik nových a rozvoj existujících podnikatelských aktivit v oblasti sociálního podnikání";"IROP";"06";"651673248,92000020";"553922261,42000008";"0,000000000";"97750987,499999970";"559653233,5599999428";"475705248,0300000310";"0,00000000000";"475705248,0300000310";"83947985,530000016093254089355468750";"83947985,53000001609";"198"
"Support to social enterprises (SMEs)";"IV.2.073";"0,0";"07.3.58.3.2";"Posílení infrastruktury pro sociální podnikání";"OP PPR";"07";"58832552,30000000";"29416276,14000000";"29416276,159999996";"0,000000000";"42954447,1799999997";"21477223,5599999987";"21477223,61999999732";"42954447,1799999997";"-0,000000000058207660913467407";"21477223,61999999359";"22"
"Development and promotion of commercial tourism assets in SMEs";"IV.2.074";"0,0";"01.2.07.2.3";"Zvýšit využitelnost infrastruktury pro podnikání";"OP PIK";"01";"905286132,29999983";"388766228,89999998";"0,000000000";"516519903,399999976";"28872724,0500000007";"12992725,8000000007";"0,00000000000";"12992725,8000000007";"15879998,250000001862645149230957031";"15879998,25000000186";"27"
"e-Government services and applications (including e-Procurement, ICT measures supporting the reform of public administration, cyber-security, trust and privacy measures, e-Justice and e-Democracy)";"IV.3.078";"0,0";"06.3.05.3.2";"Zvyšování efektivity a transparentnosti veřejné správy prostřednictvím rozvoje využití a kvality systémů IKT";"IROP";"06";"9831635171,09999657";"8105729400,97000599";"1498038093,779999971";"227867676,349999964";"3986257279,0299992561";"3327674460,0099973679";"543810396,35000002384";"3871484856,3599982262";"114772422,670000016689300537109375000";"658582819,01999974251";"359"
