"oblast_intervence_nazev_en";"oblast_intervence_kod";"climate_share";"sc_id";"sc_nazev";"op_zkr";"op_id";"fin_pravniakt_czv";"fin_pravniakt_eu";"fin_pravniakt_narodni_verejne";"fin_pravniakt_soukr";"fin_vyuct_czv";"fin_vyuct_eu";"fin_vyuct_narodni_verejne";"fin_vyuct_soukr";"fin_vyuct_verejne";"fin_vyuct_narodni";"n_prj"
"TEN-T reconstructed or improved road";"II.3.033";"0,0";"04.2.39.2.1";"Zlepšení propojení center a regionů a zvýšení bezpečnosti a efektivnosti silniční dopravy prostřednictvím výstavby, obnovy a modernizace dálnic, rychlostních silnic a silnic sítě TEN-T včetně rozvoje systémů ITS";"OP D";"04";"16208200121,000000000";"13776970102,850000381";"2431230018,1499996185";"0,000000000";"13475193505,9400005341";"11453914479,5199985504";"2021279026,4200003147";"0,00000053644180297851562500";"13475193505,9399986267";"2021279026,4200003147";"15"
"Other reconstructed or improved road (motorway, national, regional or local)";"II.3.034";"0,0";"04.3.42.3.1";"Zlepšení dostupnosti regionů, zvýšení bezpečnosti a plynulosti a snížení dopadů dopravy na veřejné zdraví prostřednictvím výstavby, obnovy a zlepšení parametrů dálnic, rychlostních silnic a silnic I. třídy mimo síť TEN-T";"OP D";"04";"700459605,000000000";"595390664,250000000";"105068940,7500000000";"0,000000000";"616127479,9199999571";"523708357,8999999762";"92419122,0199999958";"0,00000000000000000000000000";"616127479,9199999571";"92419122,0200000107";"3"
"Other reconstructed or improved road (motorway, national, regional or local)";"II.3.034";"0,0";"06.1.42.1.1";"Zvýšení regionální mobility prostřednictvím modernizace a rozvoje sítí regionální silniční infrastruktury navazující na síť TEN-T";"IROP";"06";"30228219484,959987640";"24929180033,820007324";"5299039451,1399946213";"0,000000000";"22160507736,3250083923";"18383796880,6800079346";"3776710855,6450014114";"0,00000019441358745098114014";"22160507736,3250083923";"3776710855,6450014114";"443"
"Other reconstructed or improved road (motorway, national, regional or local)";"II.3.034";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Multimodal transport (TEN-T)";"II.3.035";"0,4";"04.1.40.1.3";"Vytvoření podmínek pro větší využití multimodální dopravy";"OP D";"04";"12500000,000000000";"6125000,000000000";"0,0000000000";"6375000,000000000";"11935125,0000000000";"5848211,2500000000";"0,0000000000";"6086913,75000000000000000000000000";"5848211,2500000000";"6086913,7500000000";"1"
"Multimodal transport (TEN-T)";"II.3.035";"0,4";"04.1.40.1.5";"Vytvoření podmínek pro širší využití železniční a vodní dopravy prostřednictvím modernizace dopravního parku";"OP D";"04";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"14"
"Multimodal transport";"II.3.036";"0,4";"04.1.40.1.3";"Vytvoření podmínek pro větší využití multimodální dopravy";"OP D";"04";"1344049095,619999886";"639789240,009999871";"0,0000000000";"704259855,610000014";"780553493,1200000048";"364080029,2400000095";"0,0000000000";"416473463,87999993562698364257812500";"364080029,2400000095";"416473463,8799999356";"16"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"04.1.40.1.4";"Vytvoření podmínek pro zvýšení využívání veřejné hromadné dopravy ve městech v elektrické trakci";"OP D";"04";"8934926786,140001297";"7594687768,139997482";"529307329,7500000000";"810931688,250000000";"6232789707,0499992371";"5297871250,3000001907";"365613875,2500000596";"569304581,50000000000000000000000000";"5663485125,5500011444";"934918456,7500002384";"42"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"04.1.40.1.5";"Vytvoření podmínek pro širší využití železniční a vodní dopravy prostřednictvím modernizace dopravního parku";"OP D";"04";"6451322400,000000000";"5483624040,000000000";"967698360,0000000000";"0,000000000";"2580866400,0000000000";"2193736440,0000000000";"387129960,0000000000";"0,00000000000000000000000000";"2580866400,0000000000";"387129960,0000000000";"1"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"06.1.13.1.2";"Zvýšení podílu udržitelných forem dopravy";"IROP";"06";"7483560274,210006714";"6361026232,529997826";"341169748,9699998498";"781364292,710000038";"6204387399,4999952316";"5273729288,5799989700";"200449073,4899999201";"730209037,43000018596649169921875000";"5474178362,0699958801";"930658110,9200003147";"209"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"07.2.13.2.2";"Zvyšování atraktivity užívání městské veřejné dopravy";"OP PPR";"07";"714190385,000000000";"357095192,500000000";"285676154,0000000000";"71419038,500000000";"714045700,4000000954";"357022850,1700000167";"285618280,1499999762";"71404570,07999995350837707519531250";"642641130,3200000525";"357022850,2300000191";"4"
"Clean urban transport infrastructure and promotion (including equipment and rolling stock)";"II.4.043";"0,4";"07.2.13.2.3";"Rozvoj nízkoemisní mobility v oblasti městské dopravy v uličním provozu";"OP PPR";"07";"478210000,000000000";"239105000,000000000";"167373500,0000000000";"71731500,000000000";"171788400,0000000000";"85894200,0000000000";"60125940,0000000000";"25768260,00000000000000000000000000";"146020140,0000000000";"85894200,0000000000";"2"
"Intelligent transport systems (including the introduction of demand management, tolling systems, IT monitoring, control and information systems)";"II.4.044";"0,4";"04.2.40.2.3";"Zlepšení řízení dopravního provozu a zvyšování bezpečnosti dopravního provozu";"OP D";"04";"1947383289,009999752";"1655275795,579999924";"280108675,4399999976";"11998817,990000000";"1245380317,4100003242";"1058573269,5700000525";"186807047,8399999738";"0,00000001955777406692504883";"1245380317,4100003242";"186807047,8400000334";"32"
"Intelligent transport systems (including the introduction of demand management, tolling systems, IT monitoring, control and information systems)";"II.4.044";"0,4";"06.1.13.1.2";"Zvýšení podílu udržitelných forem dopravy";"IROP";"06";"10672326926,320003510";"9071477886,389997482";"863090417,2099992037";"737758622,719999909";"9645903173,9199905396";"8199017695,9599924088";"745375038,1400004625";"701510439,81999993324279785156250000";"8944392734,1000003815";"1446885477,9599997997";"378"
"Intelligent transport systems (including the introduction of demand management, tolling systems, IT monitoring, control and information systems)";"II.4.044";"0,4";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"17"
"ICT: High-speed broadband network (access/local loop; >/= 30 Mbps)";"II.5.046";"0,0";"01.4.03.4.1";"Zvětšit pokrytí vysokorychlostním přístupem k internetu";"OP PIK";"01";"5694724344,940002441";"4676859376,469998360";"608724176,9099999666";"409140791,559999883";"823026448,6100000143";"663960885,5699999332";"70036573,9399999976";"89028989,10000002384185791015625000";"733997459,5099999905";"159065563,0399999917";"70"
"ICT: Other types of ICT infrastructure/large-scale computer resources/equipment (including e-infrastructure, data centres and sensors; also where embedded in other infrastructure such as research facilities, environmental and social infrastructure)";"II.5.048";"0,0";"01.4.04.4.2";"Zvýšit využití potenciálu ICT sektoru pro konkurenceschopnost ekonomiky";"OP PIK";"01";"3379481215,469999313";"1427465932,310000181";"0,0000000000";"1952015283,160000324";"2237999110,3899998665";"913477203,4800001383";"0,0000000000";"1324521906,91000032424926757812500000";"913477203,4800001383";"1324521906,9100003242";"86"
"ICT: Other types of ICT infrastructure/large-scale computer resources/equipment (including e-infrastructure, data centres and sensors; also where embedded in other infrastructure such as research facilities, environmental and social infrastructure)";"II.5.048";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Education infrastructure for tertiary education";"III.0.049";"0,0";"02.2.67.1";"Zkvalitnění vzdělávací infrastruktury na vysokých školách za účelem zajištění vysoké kvality výuky, zlepšení přístupu znevýhodněných skupin a zvýšení otevřenosti vysokých škol";"OP VVV";"02";"15444472949,330005646";"12580015883,139997482";"2404518598,8299999237";"459938467,360000014";"14168181721,4700069427";"11566951431,6600017548";"2179988294,7500009537";"421241995,05999994277954101562500000";"13746939726,4099998474";"2601230289,8099999428";"148"
"Education infrastructure for vocational education and training and adult learning";"III.0.050";"0,0";"01.2.07.2.4";"Zvýšit kapacitu pro odborné vzdělávání v MSP";"OP PIK";"01";"438739973,150000095";"219349651,309999973";"0,0000000000";"219390321,840000063";"401534603,7400000691";"200748519,7000000179";"0,0000000000";"200786084,03999999165534973144531250";"200748519,7000000179";"200786084,0399999917";"113"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";"06.2.67.2.4";"Zvýšení kvality a dostupnosti infrastruktury pro vzdělávání a celoživotní učení";"IROP";"06";"19255417749,989997864";"16367105083,579990387";"2721464051,6399974823";"166848614,770000070";"17577390872,7900123596";"14940782229,0899868011";"2484214582,8099975586";"152394060,89000007510185241699218750";"17424996811,9000053406";"2636608643,6999988556";"1562"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";"06.4.59.4.1";"Posílení komunitně vedeného místního rozvoje za účelem zvýšení kvality života ve venkovských oblastech a aktivizace místního potenciálu";"IROP";"06";"2704986318,549998283";"2569737000,010004044";"127551642,3899999857";"7697676,150000001";"2528850677,4200038910";"2402408136,8100013733";"120507607,4899999499";"5934933,12000000476837158203125000";"2522915744,3000025749";"126442540,6099999845";"1341"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";"07.4.67.4.1";"Navýšení kapacity a zkvalitnění předškolního, základního a středního vzdělávání a zařízení pro poskytování péče o děti do 3 let";"OP PPR";"07";"1125905268,434600115";"562952633,959999919";"412048475,9407602549";"150904158,533840001";"868462130,8510818481";"434231064,5917025208";"312012791,4266430736";"122218274,83273637294769287109375000";"746243856,0183452368";"434231066,2593793273";"313"
"Education infrastructure for school education (primary and general secondary education)";"III.0.051";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"38"
"Infrastructure for early childhood education and care";"III.0.052";"0,0";"06.2.67.2.4";"Zvýšení kvality a dostupnosti infrastruktury pro vzdělávání a celoživotní učení";"IROP";"06";"5967358677,159996986";"5072254874,680000305";"837986934,5299993753";"57116867,950000003";"5529803679,2600011826";"4700333124,5800037384";"775369500,3699995279";"54101054,31000000983476638793945312";"5475702624,9500026703";"829470554,6799999475";"321"
"Infrastructure for early childhood education and care";"III.0.052";"0,0";"07.4.67.4.1";"Navýšení kapacity a zkvalitnění předškolního, základního a středního vzdělávání a zařízení pro poskytování péče o děti do 3 let";"OP PPR";"07";"516038934,795400023";"258019467,370000005";"186916082,7092399895";"71103384,716159984";"437463948,1789178848";"218731973,8982973993";"157973148,8833568692";"60758825,39726361632347106933593750";"376705122,7816542387";"218731974,2806203961";"72"
"Infrastructure for early childhood education and care";"III.0.052";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Health infrastructure";"III.0.053";"0,0";"06.2.56.2.3";"Rozvoj infrastruktury pro poskytování zdravotních služeb a péče o zdraví";"IROP";"06";"11388671104,099998474";"9629121831,209999084";"890932721,2500000000";"868616551,639999866";"10287091490,7199993134";"8696410276,6999969482";"773933167,1899999380";"816748046,83000040054321289062500000";"9470343443,8900032043";"1590681214,0199995041";"172"
"Health infrastructure";"III.0.053";"0,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"20843842322,450000763";"20173345896,889991760";"320490705,1299999952";"350005720,430000007";"4216111133,0100021362";"3933855725,3000001907";"128821775,5899999887";"153433632,12000003457069396972656250";"4062677500,8900012970";"282255407,7099999785";"150"
"Health infrastructure";"III.0.053";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"63"
"Housing infrastructure";"III.0.054";"0,0";"06.2.56.2.1";"Zvýšení kvality a dostupnosti služeb vedoucí k sociální inkluzi";"IROP";"06";"2980987963,550000668";"2533839768,389999390";"411946334,8200001121";"35201860,340000004";"2807988377,3499999046";"2386790118,9700002670";"388090878,8899998665";"33107379,48999999463558197021484375";"2774880997,8599996567";"421198258,3799998164";"414"
"Housing infrastructure";"III.0.054";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"06.2.56.2.1";"Zvýšení kvality a dostupnosti služeb vedoucí k sociální inkluzi";"IROP";"06";"6784160682,239998817";"5766536578,990003586";"890838026,5599999428";"126786076,689999938";"5577371883,8200016022";"4737224353,3799991608";"735062749,5099992752";"105084780,93000014126300811767578125";"5472287102,8900022507";"840147530,4400000572";"418"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"06.6.127.6.1";"REACT-EU";"IROP";"06";"528882778,530000031";"449550361,679999948";"59952947,7300000191";"19379469,120000001";"218380358,4500000179";"185623304,5400000215";"24163575,5999999940";"8593478,31000000052154064178466797";"209786880,1400000453";"32757053,9100000039";"102"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"07.3.56.3.1";"Posílení sociální infrastruktury pro integraci, komunitní služby a prevenci";"OP PPR";"07";"709401081,809999943";"354700540,830000043";"313569376,2399999499";"41131164,740000010";"488507250,8199999928";"244253625,0900000334";"210968231,6200000048";"33285394,10999998450279235839843750";"455221856,7100000978";"244253625,7299999893";"78"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";"07.3.58.3.2";"Posílení infrastruktury pro sociální podnikání";"OP PPR";"07";"2254000,000000000";"1127000,000000000";"1127000,0000000000";"0,000000000";"2222092,0000000000";"1111046,0000000000";"1111046,0000000000";"0,00000000000000000000000000";"2222092,0000000000";"1111046,0000000000";"1"
"Other social infrastructure contributing to regional and local development";"III.0.055";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"193"
"Investment in infrastructure, capacities and equipment in SMEs directly linked to research and innovation activities";"IV.1.056";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"15090926811,590007782";"6637886229,570004463";"0,0000000000";"8453040582,019999504";"11781708449,2399997711";"5175428501,3300008774";"0,0000000000";"6606279947,91000270843505859375000000";"5175428501,3300008774";"6606279947,9100027084";"1156"
"Investment in infrastructure, capacities and equipment in SMEs directly linked to research and innovation activities";"IV.1.056";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"51"
"Investment in infrastructure, capacities and equipment in large companies directly linked to research and innovation activities";"IV.1.057";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"7910383912,074999809";"2786013852,754999161";"0,0000000000";"5124370059,319999695";"6872420220,9250011444";"2435940239,9200000763";"0,0000000000";"4436479981,00500011444091796875000000";"2435940239,9200000763";"4436479981,0050001144";"240"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"1416510238,900000095";"885888776,040000081";"104792143,2600000054";"425829319,600000024";"920434917,2400001287";"546442660,2200000286";"74325101,6899999976";"299667155,32999998331069946289062500";"620767761,9099999666";"373992257,0200000405";"23"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"02.1.01.1";"Zvýšení mezinárodní kvality výzkumu a jeho výsledků";"OP VVV";"02";"14411973610,252588272";"11429224059,880001068";"2423508266,9560585022";"559241283,416529417";"12702238036,2804050446";"10090885274,1425743103";"2111078989,3115010262";"500273772,82633304595947265625000000";"12201964263,4540767670";"2611352762,1378355026";"98"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"02.1.01.2";"Budování kapacit a posílení dlouhodobé spolupráce výzkumných organizací s aplikační sférou";"OP VVV";"02";"1261486408,292352915";"1053807592,836999774";"200139445,3753528893";"7539370,080000000";"1034520395,2918746471";"864338311,7685934305";"163286467,5232812464";"6895615,99999997392296791076660156";"1027624779,2918748856";"170182083,5232812464";"17"
"Research and innovation infrastructure (public)";"IV.1.058";"0,0";"02.1.01.3";"Zkvalitnění infrastruktury pro výzkumně vzdělávací účely";"OP VVV";"02";"2134220601,690000534";"1742236832,319999695";"285272738,9999999404";"106711030,369999975";"1995221549,0700001717";"1629245087,0299997330";"266215370,0500000417";"99761091,98999996483325958251953125";"1895460457,0799996853";"365976462,0399999619";"46"
"Research and innovation infrastructure (private, including science parks)";"IV.1.059";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"3604797923,619999886";"1865052977,089999914";"48346515,3200000003";"1691398431,210000038";"2080806968,9699995518";"1060338862,6100000143";"15475327,6799999997";"1004992778,67999994754791259765625000";"1075814190,2899999619";"1020468106,3599998951";"51"
"Research and innovation infrastructure (private, including science parks)";"IV.1.059";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"2924194522,531097889";"1920166641,762848377";"6473583,5497020865";"997554297,218549967";"1488546793,0527946949";"969150948,1854341030";"601553,3089617970";"518794291,55839926004409790039062500";"969752501,4943958521";"519395844,8673611283";"461"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"02.1.01.1";"Zvýšení mezinárodní kvality výzkumu a jeho výsledků";"OP VVV";"02";"1996310485,807411671";"1555928563,140000105";"350854364,8039411306";"89527557,863470584";"1756000307,6635904312";"1370518010,0174252987";"307116214,6144988537";"78366083,03166645765304565429687500";"1677634224,6319241524";"385482297,6461653709";"15"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"02.1.01.2";"Budování kapacit a posílení dlouhodobé spolupráce výzkumných organizací s aplikační sférou";"OP VVV";"02";"3349800944,730571270";"2739373998,772998810";"590030465,3953558207";"20396480,562215254";"2771453459,1833395958";"2266641881,1365628242";"487482537,3570741415";"17329040,68970334902405738830566406";"2754124418,4936366081";"504811578,0467773080";"47"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";"02.1.01.4";"Zlepšení strategického řízení výzkumu na národní úrovni";"OP VVV";"02";"1081598186,960000038";"772041799,704999804";"309556387,2549999952";"0,000000000";"1056373805,2350000143";"753913621,3399997950";"302460183,8949999809";"0,00000011734664440155029297";"1056373805,2349998951";"302460183,8950001001";"2"
"Research and innovation activities in public research centres and centres of competence including networking";"IV.1.060";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"9"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"20077988993,325370789";"11672855862,832942963";"0,0000000000";"8405133130,492406845";"12560839170,0745449066";"7333713173,8576059341";"0,0000000000";"5227125996,21695423126220703125000000";"7333713173,8576059341";"5227125996,2169542313";"1350"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"433322762,370000064";"276088305,189999938";"0,0000000000";"157234457,180000037";"306951730,6400000453";"196569044,2099999487";"0,0000000000";"110382686,43000002205371856689453125";"196569044,2099999487";"110382686,4300000221";"73"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"02.1.01.1";"Zvýšení mezinárodní kvality výzkumu a jeho výsledků";"OP VVV";"02";"12091462175,410001755";"9311120520,349998474";"2647469069,8999996185";"132872585,160000011";"9056086076,0860004425";"6974437901,0200014114";"1971880868,3639988899";"109767306,70199979841709136962890625";"8946318769,3840007782";"2081648175,0659995079";"33"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"02.1.01.2";"Budování kapacit a posílení dlouhodobé spolupráce výzkumných organizací s aplikační sférou";"OP VVV";"02";"360722625,267075896";"290767595,790000021";"63425611,4392912090";"6529418,037784749";"309897252,6347854137";"250702361,1148440838";"52989281,1496448368";"6205610,37029656022787094116210938";"303691642,2644888759";"59194891,5199414045";"11"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";"02.1.01.4";"Zlepšení strategického řízení výzkumu na národní úrovni";"OP VVV";"02";"25515343,149999999";"18526690,655000001";"6988652,4950000001";"0,000000000";"15151711,3149999995";"11001657,5500000007";"4150053,7650000001";"-0,00000000186264514923095703";"15151711,3150000013";"4150053,7649999987";"1"
"Research and innovation activities in private research centres including networking";"IV.1.061";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"32"
"Technology transfer and university-enterprise cooperation primarily benefiting SMEs";"IV.1.062";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"309638660,300000012";"216747062,200000077";"0,0000000000";"92891598,100000009";"222736428,5499999821";"155915499,2200000286";"0,0000000000";"66820929,32999996095895767211914062";"155915499,2200000286";"66820929,3299999610";"80"
"Technology transfer and university-enterprise cooperation primarily benefiting SMEs";"IV.1.062";"0,0";"07.1.02.1.1";"Vyšší míra mezisektorové spolupráce stimulovaná regionální samosprávou";"OP PPR";"07";"1437237682,570000172";"718618841,240000129";"574895072,9299998283";"143723768,400000006";"973985797,8199999332";"486992898,3300000429";"389594318,6899998784";"97398580,79999999701976776123046875";"876587217,0199999809";"486992899,4899998903";"64"
"Cluster support and business networks primarily benefiting SMEs";"IV.1.063";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"1958018017,050000191";"1096054214,370000124";"0,0000000000";"861963802,679999828";"1179670097,5339999199";"649212528,2580000162";"0,0000000000";"530457569,27599996328353881835937500";"649212528,2580000162";"530457569,2759999633";"70"
"Cluster support and business networks primarily benefiting SMEs";"IV.1.063";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"1999218669,859999895";"1119426809,580000162";"0,0000000000";"879791860,279999852";"1482341519,6700000763";"831150526,9100000858";"0,0000000000";"651190992,76000022888183593750000000";"831150526,9100000858";"651190992,7600002289";"205"
"Cluster support and business networks primarily benefiting SMEs";"IV.1.063";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"3"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"8063515327,919997215";"3173956415,699998856";"0,0000000000";"4889558912,219999313";"6307951224,0899991989";"2461187506,5999999046";"0,0000000000";"3846763717,49000024795532226562500000";"2461187506,5999999046";"3846763717,4900002480";"723"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";"01.1.02.1.2";"Zvýšit intenzitu a účinnost spolupráce ve výzkumu, vývoji a inovacích";"OP PIK";"01";"521966279,229999959";"385602601,359999895";"222500,0000000000";"136141177,869999975";"507766256,7199999094";"375035411,0099999309";"0,0000000000";"132730845,70999996364116668701171875";"375035411,0099999309";"132730845,7099999636";"1710"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";"07.1.02.1.1";"Vyšší míra mezisektorové spolupráce stimulovaná regionální samosprávou";"OP PPR";"07";"145689500,000000000";"72844750,000000000";"58275800,0000000000";"14568950,000000000";"62533158,3400000036";"31266579,1600000001";"25013263,3100000024";"6253315,87000000197440385818481445";"56279842,4699999988";"31266579,1800000034";"5"
"Research and innovation processes in SMEs (including voucher schemes, process, design, service and social innovation)";"IV.1.064";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"204"
"Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change";"IV.1.065";"1,0";"01.1.02.1.1";"Zvýšit inovační výkonnost podniků";"OP PIK";"01";"9292124058,143079758";"3221117743,289999962";"0,0000000000";"6071006314,853076935";"2935176577,2154717445";"1126236505,0296881199";"0,0000000000";"1808940072,18578505516052246093750000";"1126236505,0296881199";"1808940072,1857850552";"183"
"Research and innovation infrastructure, processes, technology transfer and cooperation in enterprises focusing on the low carbon economy and on resilience to climate change";"IV.1.065";"1,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"26"
"Advanced support services for SMEs and groups of SMEs (including management, marketing and design services)";"IV.2.066";"0,0";"01.2.111.2.2";"Zvýšit internacionalizaci malých a středních podniků";"OP PIK";"01";"2239818318,239999771";"1298597167,669999599";"77661400,2500000000";"863559750,319999695";"1627377045,0099999905";"922351335,3599995375";"46569778,5100000054";"658455931,14000034332275390625000000";"968921113,8699991703";"705025709,6500002146";"894"
"Advanced support services for SMEs and groups of SMEs (including management, marketing and design services)";"IV.2.066";"0,0";"07.1.02.1.2";"Snazší vznik a rozvoj znalostně intenzivních firem";"OP PPR";"07";"391497617,100000024";"195748808,550000012";"137720089,1899999976";"58028719,359999999";"319258006,1700000167";"159629003,0399999917";"108807827,1699999869";"50821175,96000003814697265625000000";"268436830,2099999785";"159629003,1300000250";"3"
"SME business development, support to entrepreneurship and incubation (including support to spin offs and spin outs)";"IV.2.067";"0,0";"01.2.06.2.1";"Zvýšit konkurenceschopnost začínajících a rozvojových MSP";"OP PIK";"01";"19363196725,979988098";"8046010864,899995804";"0,0000000000";"11317185861,079999924";"15155539174,8399848938";"6346262008,0699968338";"0,0000000000";"8809277166,76999664306640625000000000";"6346262008,0699968338";"8809277166,7699966431";"2047"
"SME business development, support to entrepreneurship and incubation (including support to spin offs and spin outs)";"IV.2.067";"0,0";"07.1.02.1.2";"Snazší vznik a rozvoj znalostně intenzivních firem";"OP PPR";"07";"398356978,529999971";"199178489,249999970";"86690597,7300000042";"112487891,549999997";"354600266,0500000119";"177285132,9300000072";"79926279,1100000143";"97388854,00999999046325683593750000";"257211412,0400000215";"177315133,1200000048";"12"
"SME business development, support to entrepreneurship and incubation (including support to spin offs and spin outs)";"IV.2.067";"0,0";NA;NA;"OP PIK";"01";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"14"
